releve_nr,valid_name,to_br_bl_old
122,Verbascum lychnitis,0.1
122,Cruciata laevipes,0.5
122,Viola ambigua,0.1
122,Astragalus austriacus,3
122,Senecio jacobaea,0.5
122,Koeleria macrantha,3
122,Erigeron annuus agg.,0.1
122,Carex caryophyllea,0.5
122,Dactylis glomerata,0.5
122,Dorycnium germanicum,0.1
122,Veronica prostrata,0.1
122,Echium vulgare,3
122,Securigera varia,0.5
122,Carduus nutans,0.1
122,Brachypodium pinnatum,3
122,Plantago lanceolata,0.1
122,Centaurea stoebe,0.1
122,Silene latifolia subsp. alba,0.1
122,Phleum phleoides,3
122,Plantago media,0.1
122,Peucedanum oreoselinum,0.1
122,Arabis glabra,0.1
122,Petrorhagia saxifraga,0.1
122,Galium verum,0.5
122,Festuca valesiaca s. l.,3
122,Potentilla verna agg.,0.1
123,Avenula pratensis,3
123,Bromus erectus,37.5
123,Calamagrostis epigejos,3
123,Euphorbia cyparissias,0.1
123,Festuca valesiaca s. l.,15.425
123,Fragaria viridis,3
123,Galium verum,0.5
123,Hypericum perforatum,0.1
123,Poa pratensis agg.,0.5
123,Stipa capillata,3
123,Stipa pennata,3
123,Thymus pannonicus agg.,3
123,Veronica prostrata,0.1
123,Taraxacum sect. Erythrosperma,0.1
123,Teucrium chamaedrys,15
123,Eryngium campestre,3
123,Dorycnium germanicum,15
123,Scorzonera purpurea,0.1
123,Globularia bisnagarica,0.5
123,Seseli hippomarathrum,0.5
123,Phleum phleoides,0.5
123,Koeleria macrantha,15
123,Carex humilis,3
123,Bothriochloa ischaemum,0.5
123,Onobrychis arenaria,3
123,Chamaecytisus ratisbonensis,3
123,Linum tenuifolium,0.1
123,Dianthus carthusianorum agg.,0.1
123,Senecio jacobaea,0.1
123,Veronica spicata,3
123,Knautia arvensis agg.,0.5
123,Centaurea stoebe,0.1
123,Gypsophila paniculata,0.1
123,Pimpinella saxifraga,0.1
123,Medicago falcata,0.5
123,Silene otites,0.1
123,Potentilla verna agg.,15
124,Achillea millefolium agg.,0.1
124,Carex liparocarpos,3
124,Centaurea stoebe,0.5
124,Dorycnium germanicum,3
124,Eryngium campestre,3
124,Festuca valesiaca s. l.,5.91
124,Pilosella echioides,0.1
124,Juniperus communis,3
124,Koeleria macrantha,3
124,Ligustrum vulgare,15
124,Phleum phleoides,3
124,Pimpinella saxifraga,0.1
124,Pinus sylvestris,3
124,Poa pratensis agg.,3
124,Sanguisorba minor,0.1
124,Seseli annuum,0.1
124,Stipa pennata,15
124,Thymus pannonicus agg.,3
124,Veronica prostrata,0.5
124,Vincetoxicum hirundinaria,0.1
124,Galium verum,3
124,Dactylis glomerata,3
124,Bromus erectus,37.5
124,Gypsophila paniculata,3
124,Veronica spicata,0.5
124,Briza media,0.5
124,Euphorbia seguieriana,0.1
124,Seseli hippomarathrum,0.1
124,Fragaria viridis,0.5
124,Plantago media,0.1
124,Carex humilis,15
124,Senecio jacobaea,0.1
124,Peucedanum oreoselinum,0.1
124,Crataegus species,3
124,Acinos arvensis,3
124,Securigera varia,0.1
124,Hypericum perforatum,0.1
124,Chamaecytisus austriacus,3
124,Bothriochloa ischaemum,3
124,Falcaria vulgaris,0.1
124,Astragalus onobrychis,0.1
124,Brachypodium pinnatum,3
124,Centaurea scabiosa,0.1
124,Carlina vulgaris,0.1
124,Viola ambigua,0.1
124,Dianthus carthusianorum agg.,0.5
124,Potentilla verna agg.,3
125,Artemisia campestris,3
125,Centaurea stoebe,0.1
125,Euphorbia cyparissias,0.5
125,Plantago lanceolata,0.1
125,Sanguisorba minor,0.1
125,Festuca valesiaca s. l.,15
125,Eryngium campestre,15
125,Medicago falcata,0.5
125,Bromus erectus,15
125,Thymus pannonicus agg.,3
125,Senecio jacobaea,0.5
125,Petrorhagia saxifraga,3
125,Koeleria macrantha,3
125,Chondrilla juncea,0.1
125,Erysimum diffusum agg.,0.1
125,Pilosella echioides,0.1
125,Falcaria vulgaris,0.5
125,Linaria genistifolia,0.1
125,Cruciata laevipes,0.1
125,Phleum phleoides,0.5
125,Silene latifolia subsp. alba,0.1
125,Tragopogon dubius,0.1
125,Potentilla verna agg.,3
115548,Artemisia campestris,0.1
115548,Carex hirta,0.5
115548,Carex praecox,15
115548,Carex supina,15
115548,Centaurea stoebe,0.5
115548,Cynodon dactylon,0.5
115548,Festuca valesiaca s. l.,3
115548,Festuca psammophila subsp. dominii,15
115548,Helichrysum arenarium,0.5
115548,Pilosella officinarum,0.5
115548,Hypericum perforatum,0.5
115548,Poa pratensis agg.,15
115548,Potentilla argentea,0.5
115548,Hylotelephium maximum,0.5
115548,Seseli osseum,0.5
115548,Stipa borysthenica,15
115548,Thymus serpyllum,0.5
115548,Trifolium alpestre,3
115548,Verbascum phoeniceum,15
115549,Carex praecox,0.5
115549,Cynodon dactylon,3
115549,Festuca psammophila subsp. dominii,15
115549,Scleranthus perennis,3
115550,Agrostis stolonifera,0.1
115550,Agrostis vinealis,3
115550,Artemisia campestris,0.5
115550,Calamagrostis epigejos,37.5
115550,Carex hirta,0.5
115550,Cynodon dactylon,3
115550,Erigeron annuus agg.,0.1
115550,Eryngium campestre,0.5
115550,Euphorbia cyparissias,0.1
115550,Pilosella officinarum,0.5
115550,Hypericum perforatum,0.5
115550,Poa pratensis agg.,15
115550,Potentilla argentea,15
115550,Thymus serpyllum,0.1
115550,Verbascum phlomoides,0.1
115551,Corynephorus canescens,15
115551,Cynodon dactylon,3
115551,Poa pratensis agg.,0.1
115552,Achillea millefolium agg.,3
115552,Artemisia campestris,0.5
115552,Calamagrostis epigejos,15
115552,Carex hirta,0.5
115552,Carex praecox,3
115552,Centaurea stoebe,0.5
115552,Chondrilla juncea,0.1
115552,Cynodon dactylon,0.5
115552,Eryngium campestre,0.1
115552,Erysimum diffusum agg.,0.1
115552,Festuca valesiaca s. l.,0.5
115552,Hypericum perforatum,0.5
115552,Oenothera species,0.5
115552,Plantago lanceolata,0.5
115552,Poa pratensis agg.,3
115552,Potentilla argentea,15
115552,Silene latifolia subsp. alba,0.5
115552,Verbascum phlomoides,0.5
115553,Achillea millefolium agg.,3
115553,Ajuga genevensis,0.1
115553,Anthoxanthum odoratum,0.5
115553,Arrhenatherum elatius,3
115553,Carex hirta,15
115553,Cerastium arvense,0.5
115553,Convolvulus arvensis,0.1
115553,Dactylis glomerata,3
115553,Elymus repens,15
115553,Euphorbia cyparissias,0.5
115553,Festuca brevipila,0.5
115553,Fragaria viridis,0.5
115553,Hypericum perforatum,0.5
115553,Pimpinella saxifraga,0.5
115553,Poa pratensis agg.,37.5
115553,Potentilla argentea,0.5
115553,Silene otites,15
115553,Verbascum phoeniceum,3
115554,Achillea millefolium agg.,0.5
115554,Dactylis glomerata,0.5
115554,Plantago lanceolata,0.5
115554,Poa pratensis agg.,0.5
115554,Taraxacum sect. Erythrosperma,0.5
115554,Potentilla verna agg.,15
115556,Achillea millefolium agg.,3
115556,Calamagrostis epigejos,0.5
115556,Carex praecox,0.1
115556,Carex supina,3
115556,Cynodon dactylon,0.5
115556,Eryngium campestre,0.5
115556,Euphorbia cyparissias,3
115556,Festuca ovina s. l.,37.5
115556,Galium verum,0.5
115556,Helichrysum arenarium,15
115556,Hypericum perforatum,0.5
115556,Plantago lanceolata,0.5
115556,Poa pratensis agg.,0.5
115556,Rumex acetosella,3
115556,Silene otites,0.5
115556,Teucrium chamaedrys,0.5
115556,Thymus serpyllum,15
115556,Potentilla verna agg.,15
115557,Achillea millefolium agg.,0.5
115557,Anthoxanthum odoratum,3
115557,Carex hirta,0.5
115557,Carex supina,0.5
115557,Cynodon dactylon,0.5
115557,Eryngium campestre,0.5
115557,Euphorbia cyparissias,0.1
115557,Festuca ovina s. l.,15
115557,Festuca valesiaca s. l.,3
115557,Hypericum perforatum,0.5
115557,Plantago lanceolata,0.1
115557,Poa pratensis agg.,0.5
115557,Ranunculus illyricus,3
115557,Rumex acetosella,0.5
115557,Silene viscosa,0.5
115557,Teucrium chamaedrys,0.5
115557,Thymus serpyllum,3
115557,Verbascum phoeniceum,3
115557,Potentilla verna agg.,0.5
115560,Achillea millefolium agg.,3
115560,Arrhenatherum elatius,0.5
115560,Artemisia campestris,3
115560,Carex hirta,0.5
115560,Carex supina,0.5
115560,Centaurea stoebe,0.5
115560,Corynephorus canescens,0.5
115560,Cynodon dactylon,0.5
115560,Elymus hispidus,0.5
115560,Euphorbia cyparissias,0.5
115560,Galium verum,15
115560,Hypericum perforatum,0.5
115560,Linaria genistifolia,0.5
115560,Poa pratensis agg.,0.5
115560,Rumex acetosella,0.5
115560,Silene otites,0.5
115560,Verbascum phoeniceum,15
115560,Potentilla verna agg.,0.5
115564,Achillea millefolium agg.,0.5
115564,Arrhenatherum elatius,37.5
115564,Carex hirta,0.5
115564,Centaurea stoebe,0.5
115564,Dianthus carthusianorum agg.,0.1
115564,Elymus repens,3
115564,Eryngium campestre,0.5
115564,Hypericum perforatum,0.5
115564,Koeleria macrantha,0.5
115564,Poa pratensis agg.,0.5
115564,Rumex acetosa,37.5
115564,Verbascum lychnitis,3
115564,Potentilla verna agg.,0.5
115567,Achillea millefolium agg.,0.5
115567,Calamagrostis epigejos,37.5
115567,Carex hirta,0.5
115567,Convolvulus arvensis,0.1
115567,Euphorbia cyparissias,0.5
115567,Festuca brevipila,0.5
115567,Galium verum,15
115567,Plantago lanceolata,0.1
115567,Poa pratensis agg.,15
115567,Potentilla argentea,0.5
115567,Teucrium chamaedrys,15
115567,Thymus pulegioides,15
115567,Veronica vindobonensis,0.5
115573,Achillea millefolium agg.,3
115573,Anchusa officinalis,0.5
115573,Artemisia vulgaris,15
115573,Calamagrostis epigejos,3
115573,Carex hirta,0.5
115573,Carex praecox,15
115573,Centaurea stoebe,15
115573,Cynodon dactylon,15
115573,Dianthus carthusianorum agg.,0.1
115573,Eryngium campestre,15
115573,Festuca valesiaca s. l.,0.5
115573,Festuca psammophila subsp. dominii,15
115573,Galium verum,0.5
115573,Hypericum perforatum,3
115573,Linaria genistifolia,0.5
115573,Poa pratensis agg.,0.5
115573,Potentilla argentea,15
115573,Rumex acetosella,0.1
115574,Artemisia campestris,15
115574,Corynephorus canescens,15
115574,Cynodon dactylon,15
115574,Erigeron annuus agg.,0.5
115574,Hypericum perforatum,0.5
115574,Pinus sylvestris,0.1
115574,Rumex acetosella,0.5
115574,Scleranthus perennis,0.5
115575,Anthoxanthum odoratum,0.5
115575,Carex hirta,0.5
115575,Carex praecox,3
115575,Carex supina,0.5
115575,Centaurea stoebe,3
115575,Chondrilla juncea,0.1
115575,Festuca ovina s. l.,62.5
115575,Helichrysum arenarium,0.5
115575,Hypericum perforatum,0.5
115575,Linaria genistifolia,0.5
115575,Poa pratensis agg.,0.5
115575,Rumex acetosella,0.1
115575,Verbascum phoeniceum,0.5
115576,Carex hirta,0.1
115576,Corynephorus canescens,15
115576,Pinus sylvestris,0.1
115576,Rumex acetosella,0.5
115577,Calamagrostis epigejos,3
115577,Carex hirta,0.5
115577,Carex praecox,15
115577,Cerastium holosteoides,0.5
115577,Cynodon dactylon,0.5
115577,Festuca valesiaca s. l.,0.5
115577,Fragaria viridis,0.5
115577,Helichrysum arenarium,0.5
115577,Hypericum perforatum,3
115577,Linaria vulgaris,3
115577,Poa pratensis agg.,15
115577,Potentilla argentea,0.1
115577,Potentilla verna agg.,3
115585,Anthoxanthum odoratum,3
115585,Carex hirta,0.5
115585,Carex supina,0.5
115585,Corynephorus canescens,15
115585,Euphorbia cyparissias,0.5
115585,Festuca psammophila subsp. dominii,37.5
115585,Helichrysum arenarium,0.5
115585,Hypericum perforatum,0.5
115585,Jasione montana,0.5
115585,Linaria genistifolia,0.5
115585,Poa pratensis agg.,0.5
115585,Rumex acetosella,0.5
115585,Stipa borysthenica,3
115585,Thymus serpyllum,3
115585,Verbascum phoeniceum,0.5
115586,Anthoxanthum odoratum,3
115586,Carex hirta,3
115586,Carex supina,0.5
115586,Centaurea stoebe,0.5
115586,Corynephorus canescens,15
115586,Cynodon dactylon,0.1
115586,Eryngium campestre,0.5
115586,Euphorbia cyparissias,0.5
115586,Festuca psammophila subsp. dominii,15
115586,Helichrysum arenarium,0.5
115586,Hypericum perforatum,0.5
115586,Jasione montana,0.5
115586,Linaria genistifolia,0.5
115586,Poa pratensis agg.,3
115586,Potentilla argentea,0.5
115586,Rumex acetosella,15
115586,Senecio jacobaea,0.5
115586,Seseli osseum,3
115586,Stipa borysthenica,15
115586,Thymus serpyllum,15
115586,Verbascum phoeniceum,3
115605,Carex hirta,0.5
115605,Corynephorus canescens,37.5
115605,Cynodon dactylon,0.5
115605,Rumex acetosella,0.5
115606,Corynephorus canescens,0.5
115606,Cynodon dactylon,15
115606,Rumex acetosella,0.5
115608,Achillea millefolium agg.,0.5
115608,Anchusa officinalis,0.5
115608,Carex praecox,15
115608,Carex stenophylla,15
115608,Chondrilla juncea,3
115608,Corynephorus canescens,0.5
115608,Cynodon dactylon,0.5
115608,Eryngium campestre,0.5
115608,Festuca valesiaca s. l.,62.5
115608,Hypericum perforatum,0.5
115608,Plantago lanceolata,0.5
115608,Poa pratensis agg.,0.5
115608,Potentilla argentea,0.5
115608,Rumex acetosella,3
115608,Sedum acre,0.5
115608,Silene viscosa,0.5
115608,Trifolium alpestre,0.5
115608,Verbascum phoeniceum,3
115608,Potentilla verna agg.,0.5
115608,Thymus pannonicus agg.,0.5
115616,Achillea millefolium agg.,0.5
115616,Anthoxanthum odoratum,0.5
115616,Arrhenatherum elatius,0.5
115616,Calamagrostis epigejos,15
115616,Carex hirta,0.5
115616,Cerastium holosteoides,0.5
115616,Cynodon dactylon,0.5
115616,Dianthus carthusianorum agg.,0.5
115616,Echium vulgare,0.5
115616,Festuca valesiaca s. l.,15
115616,Galium verum,0.5
115616,Hypericum perforatum,0.5
115616,Pimpinella saxifraga,0.5
115616,Poa pratensis agg.,0.5
115616,Potentilla argentea,0.5
115616,Rumex acetosella,0.5
115616,Teucrium chamaedrys,37.5
115616,Verbascum phoeniceum,0.5
115616,Thymus pannonicus agg.,0.5
115617,Achillea millefolium agg.,15
115617,Agrostis vinealis,0.5
115617,Anthoxanthum odoratum,15
115617,Carex praecox,15
115617,Carex supina,15
115617,Centaurea stoebe,0.5
115617,Corynephorus canescens,0.1
115617,Cynodon dactylon,0.5
115617,Dianthus carthusianorum agg.,0.5
115617,Echium vulgare,0.5
115617,Eryngium campestre,0.1
115617,Euphorbia cyparissias,15
115617,Festuca valesiaca s. l.,15
115617,Galium verum,0.5
115617,Hypericum perforatum,0.5
115617,Plantago lanceolata,0.5
115617,Poa pratensis agg.,15
115617,Potentilla argentea,0.5
115617,Rumex acetosella,0.5
115617,Sedum acre,15
115617,Teucrium chamaedrys,15
115627,Achillea millefolium agg.,0.5
115627,Calamagrostis epigejos,37.5
115627,Carex hirta,15
115627,Echium vulgare,3
115627,Elymus repens,0.5
115627,Euphorbia cyparissias,3
115627,Poa pratensis agg.,15
115627,Rumex acetosella,0.5
115627,Potentilla verna agg.,0.5
115628,Achillea millefolium agg.,0.5
115628,Anthoxanthum odoratum,3
115628,Armeria elongata subsp. elongata,0.5
115628,Carex hirta,15
115628,Carex praecox,15
115628,Dianthus carthusianorum agg.,0.5
115628,Echium vulgare,0.5
115628,Euphorbia cyparissias,3
115628,Frangula alnus,3
115628,Hypericum perforatum,0.5
115628,Pimpinella saxifraga,0.5
115628,Pinus sylvestris,3
115628,Poa pratensis agg.,15
115628,Rumex acetosella,0.5
115628,Teucrium chamaedrys,0.5
115628,Thymus pulegioides,0.5
115628,Verbascum phoeniceum,0.5
115628,Viola canina,0.5
115642,Achillea millefolium agg.,0.5
115642,Cynodon dactylon,15
115642,Dactylis glomerata,0.5
115642,Elymus repens,0.5
115642,Erysimum diffusum agg.,0.5
115642,Falcaria vulgaris,0.5
115642,Festuca valesiaca s. l.,37.5
115642,Plantago lanceolata,0.5
115642,Poa pratensis agg.,0.5
115642,Sedum acre,0.5
115642,Silene latifolia subsp. alba,0.5
115642,Silene otites,0.5
115642,Vicia villosa subsp. villosa,15
115650,Calamagrostis epigejos,37.5
115650,Carex hirta,15
115650,Convolvulus arvensis,0.5
115650,Hypericum perforatum,3
115650,Malus sylvestris agg.,3
115650,Poa pratensis agg.,0.5
115650,Quercus robur,0.5
115650,Taraxacum sect. Taraxacum,0.1
115652,Calamagrostis epigejos,37.5
115652,Carex hirta,3
115652,Convolvulus arvensis,0.5
115652,Euphorbia cyparissias,0.5
115652,Poa pratensis agg.,15
115652,Rhamnus cathartica,0.5
115652,Teucrium chamaedrys,3
115653,Achillea millefolium agg.,0.5
115653,Anthoxanthum odoratum,0.5
115653,Armeria elongata subsp. elongata,0.5
115653,Arrhenatherum elatius,15
115653,Calamagrostis epigejos,0.5
115653,Carex hirta,15
115653,Echium vulgare,0.5
115653,Elymus hispidus,0.1
115653,Euphorbia cyparissias,0.5
115653,Festuca valesiaca s. l.,15
115653,Hypericum perforatum,0.5
115653,Potentilla argentea,0.5
115653,Rumex acetosella,0.5
115657,Achillea millefolium agg.,0.5
115657,Arrhenatherum elatius,0.5
115657,Artemisia campestris,3
115657,Convolvulus arvensis,0.5
115657,Echium vulgare,15
115657,Elymus repens,15
115657,Euphorbia cyparissias,0.5
115657,Euphorbia esula,0.5
115657,Lathyrus pratensis,0.5
115657,Plantago lanceolata,0.5
115657,Poa pratensis agg.,15
115657,Potentilla argentea,15
115657,Rumex thyrsiflorus,0.5
115657,Scabiosa ochroleuca,15
115657,Silene latifolia subsp. alba,0.5
115657,Silene otites,3
115657,Vicia villosa subsp. villosa,0.5
115658,Anthoxanthum odoratum,0.5
115658,Carex hirta,0.5
115658,Carex praecox,15
115658,Corynephorus canescens,0.5
115658,Dianthus carthusianorum agg.,0.5
115658,Eryngium campestre,0.5
115658,Euphorbia cyparissias,0.5
115658,Festuca valesiaca s. l.,0.5
115658,Hypericum perforatum,3
115658,Jasione montana,0.5
115658,Pinus sylvestris,0.1
115658,Potentilla argentea,0.5
115658,Rumex acetosella,0.5
115658,Seseli annuum,0.5
115658,Stipa borysthenica,15
115658,Thymus serpyllum,0.5
115670,Achillea millefolium agg.,3
115670,Armeria elongata subsp. elongata,15
115670,Arrhenatherum elatius,15
115670,Carex hirta,15
115670,Carex praecox,15
115670,Convolvulus arvensis,0.5
115670,Dianthus carthusianorum agg.,0.5
115670,Elymus hispidus,0.5
115670,Equisetum ramosissimum,0.5
115670,Euphorbia cyparissias,0.5
115670,Festuca rubra,0.5
115670,Galium album s. l.,0.5
115670,Poa pratensis agg.,15
115670,Silene latifolia subsp. alba,15
115670,Taraxacum sect. Taraxacum,0.5
307878,Achillea millefolium agg.,0.5
307878,Arrhenatherum elatius,3
307878,Bromus erectus,3
307878,Centaurea stoebe,3
307878,Chamaecytisus austriacus,3
307878,Dianthus carthusianorum agg.,0.5
307878,Eryngium campestre,3
307878,Euphorbia cyparissias,0.1
307878,Festuca valesiaca s. l.,37.5
307878,Fragaria viridis,15
307878,Galium verum,0.1
307878,Hypericum perforatum,0.5
307878,Koeleria macrantha,0.5
307878,Phleum phleoides,0.5
307878,Pimpinella saxifraga,0.1
307878,Poa pratensis agg.,15
307878,Sanguisorba minor,0.5
307878,Seseli annuum,0.5
307878,Veronica prostrata,0.5
307878,Potentilla verna agg.,3
307885,Achillea millefolium agg.,0.5
307885,Anthericum ramosum,3
307885,Asperula cynanchica,0.5
307885,Bromus erectus,62.5
307885,Calamagrostis epigejos,0.5
307885,Centaurea stoebe,0.5
307885,Crataegus species,0.5
307885,Dactylis glomerata,0.5
307885,Dianthus carthusianorum agg.,0.5
307885,Dorycnium germanicum,0.5
307885,Eryngium campestre,0.5
307885,Festuca valesiaca s. l.,3
307885,Fragaria viridis,0.5
307885,Galium verum,0.5
307885,Globularia bisnagarica,0.5
307885,Hypericum perforatum,0.5
307885,Knautia arvensis agg.,0.5
307885,Koeleria macrantha,0.5
307885,Ligustrum vulgare,0.5
307885,Onobrychis viciifolia,0.5
307885,Phleum phleoides,3
307885,Poa pratensis agg.,3
307885,Veronica spicata,3
307885,Robinia pseudoacacia,15
307885,Seseli annuum,3
307885,Solidago gigantea,0.5
307885,Teucrium chamaedrys,0.5
307885,Vincetoxicum hirundinaria,0.1
307886,Achillea millefolium agg.,0.1
307886,Agrimonia eupatoria,0.1
307886,Ailanthus altissima,0.1
307886,Asperula cynanchica,0.5
307886,Astragalus onobrychis,0.5
307886,Bromus erectus,37.5
307886,Carex liparocarpos,0.5
307886,Dianthus serotinus,3
307886,Dorycnium germanicum,3
307886,Festuca valesiaca s. l.,3
307886,Fragaria viridis,0.5
307886,Galium verum,3
307886,Helichrysum arenarium,0.1
307886,Hypericum perforatum,0.5
307886,Juniperus communis,0.5
307886,Koeleria macrantha,0.5
307886,Ligustrum vulgare,3
307886,Petrorhagia saxifraga,0.5
307886,Phleum phleoides,0.5
307886,Pinus sylvestris,3
307886,Poa pratensis agg.,3
307886,Veronica spicata,0.5
307886,Robinia pseudoacacia,15
307886,Rosa canina agg.,0.1
307886,Salvia pratensis,0.1
307886,Seseli annuum,0.1
307886,Stipa capillata,0.5
307886,Teucrium chamaedrys,0.5
307886,Teucrium montanum,0.1
307886,Thalictrum minus,0.1
307886,Thymus pannonicus agg.,0.1
307886,Tragopogon orientalis,0.1
307886,Vincetoxicum hirundinaria,0.1
307886,Potentilla verna agg.,0.5
307893,Anthyllis vulneraria,0.5
307893,Asperula cynanchica,0.5
307893,Bothriochloa ischaemum,3
307893,Bromus erectus,87.5
307893,Carex supina,0.5
307893,Centaurea scabiosa,0.1
307893,Centaurea stoebe,0.5
307893,Chamaecytisus ratisbonensis,0.5
307893,Eryngium campestre,0.5
307893,Festuca valesiaca s. l.,3
307893,Galium verum,0.5
307893,Pilosella officinarum,0.5
307893,Petrorhagia saxifraga,0.5
307893,Pimpinella saxifraga,3
307893,Plantago media,0.5
307893,Ranunculus bulbosus,0.1
307893,Salvia nemorosa,0.5
307893,Sanguisorba minor,0.5
307893,Scabiosa ochroleuca,0.5
307893,Senecio jacobaea,0.1
307893,Stipa capillata,0.5
307893,Thymus pannonicus agg.,0.5
307893,Veronica prostrata,0.5
307894,Achillea millefolium agg.,0.5
307894,Asperula cynanchica,0.5
307894,Bromus erectus,62.5
307894,Carex liparocarpos,0.5
307894,Centaurea scabiosa,0.5
307894,Eryngium campestre,0.5
307894,Euphorbia cyparissias,0.5
307894,Falcaria vulgaris,0.1
307894,Festuca valesiaca s. l.,15
307894,Galium verum,0.5
307894,Gypsophila paniculata,0.5
307894,Knautia arvensis agg.,0.5
307894,Medicago falcata,0.1
307894,Nonea pulla,0.1
307894,Onobrychis viciifolia,0.5
307894,Orchis militaris,0.5
307894,Peucedanum oreoselinum,3
307894,Plantago lanceolata,0.1
307894,Plantago media,0.5
307894,Potentilla verna agg.,3
307894,Ranunculus bulbosus,0.5
307894,Teucrium chamaedrys,0.5
307894,Veronica vindobonensis,0.5
307896,Agrimonia eupatoria,0.1
307896,Allium flavum,0.1
307896,Bromus erectus,87.5
307896,Carduus nutans,0.1
307896,Centaurea stoebe,0.1
307896,Dianthus carthusianorum agg.,0.5
307896,Dorycnium germanicum,0.5
307896,Echium vulgare,0.1
307896,Festuca valesiaca s. l.,15
307896,Fragaria viridis,0.5
307896,Globularia bisnagarica,0.5
307896,Hypericum perforatum,3
307896,Koeleria macrantha,0.5
307896,Phleum phleoides,3
307896,Poa pratensis agg.,15
307896,Seseli annuum,3
307896,Seseli hippomarathrum,0.5
307896,Stipa capillata,3
307896,Teucrium chamaedrys,3
307896,Veronica prostrata,0.5
307896,Potentilla verna agg.,0.5
307897,Ailanthus altissima,0.1
307897,Asparagus officinalis,0.1
307897,Bothriochloa ischaemum,3
307897,Brachypodium pinnatum,3
307897,Briza media,3
307897,Bromus erectus,87.5
307897,Carlina vulgaris,0.5
307897,Centaurea scabiosa,0.1
307897,Dactylis glomerata,0.5
307897,Dorycnium germanicum,0.5
307897,Eryngium campestre,0.5
307897,Falcaria vulgaris,0.5
307897,Festuca valesiaca s. l.,15
307897,Galium verum,0.1
307897,Gypsophila paniculata,0.5
307897,Pilosella echioides,0.1
307897,Knautia arvensis agg.,0.5
307897,Koeleria macrantha,0.5
307897,Orchis militaris,0.1
307897,Peucedanum oreoselinum,3
307897,Phleum phleoides,0.5
307897,Pimpinella saxifraga,0.5
307897,Pinus sylvestris,0.1
307897,Plantago media,0.1
307897,Poa pratensis agg.,3
307897,Veronica spicata,0.5
307897,Ranunculus bulbosus,0.1
307897,Scabiosa ochroleuca,0.1
307897,Senecio jacobaea,0.1
307897,Stipa pennata,0.5
